"id","partName","partDescription","partCode","partMake","partModel","partLastPrice","partAccount","partChargeDepartment","partNotes","partBarcode","partInventoryCode","partCategory_id"
"444","سه راهی نمره ۱۰ * ۳۰ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"445","سه راهی نمره ۱۲ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"446","سه راهی نمره ۱۲ * ۳۰ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"447","سه راهی نمره ۲ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"448","سه راهی نمره ۲ * ۲ / ۵ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"449","سه راهی نمره ۲ * ۵ / ۲ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"450","سه راهی نمره ۲ * ۳ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"451","سه راهی نمره ۲ * ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"452","سه راهی نمره ۲ * ۶ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"453","سه راهی نمره ۲/۵ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"454","سه راهی نمره ۲/۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"455","سه راهی نمره ۲/۵ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"456","راهی نمره ۲/۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"457","سه راهی نمره ۵ / ۲ * ۱۰ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"458","سه راهی نمره ۵ / ۲ * ۳ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"459","سه راهی نمره ۵ / ۲ * ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"460","سه راهی نمره ۵ / ۲ * ۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"461","سه راهی نمره ۵ / ۲ * ۶ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"462","سه راهی نمره ۵ / ۲ * ۶ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"463","سه راهی نمره ۵ / ۲ * ۶ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"464","سه راهی نمره ۵ / ۲ * ۷ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"465","سه راهی نمره ۵ / ۲ * ۸ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"466","سه راهی نمره ۵ / ۲ * ۸ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"467","سه راهی نمره ۲۰ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"468","سه راهی نمره ۲۵ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"469","سه راهی نمره ۳ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"470","سه راهی نمره ۳ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"471","سه راهی نمره ۲۳ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"472","سه راهی نمره ۳ * ۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"473","سه راهی نمره ۶۳ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"474","سه راهی نمره ۳ * ۸ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"475","سه راهی نمره ۳ * ۸ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"476","سه راهی نمره ۴ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"477","سه راهی نمره ۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"478","سه راهی نمره ۴ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"479","سه راهی نمره ۴ * ۵ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"480","سه راهی نمره ۶۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"481","سه راهی نمره ۴ * ۷ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"482","سه راهی نمره ۴ * ۸ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"483","سه راهی نمره ۴۰ * ۶۳ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"484","سه راهی نمره ۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"485","سه راهی نمره ۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"486","سه راهی نمره ۵ * ۶ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"487","سه راهی نمره ۵۰ پلی اتیلن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"488","سه راهی نمره ۶ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"489","FAA سه راهی نمره ۶ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"490","سه راهی نمره ۶ * ۱۲ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"491","سه راهی نمره ۷۶ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"492","سه راهی نمره ۷ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"493","سه راهی نمره ۷ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"494","سه راهی نمره ۸ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"495","سه راهی نمره ۸ چدنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"496","سه راهی نمره ۸ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"497","سه راهی نمره ۸ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"498","سیفون دستشویی با خرطومی محک ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"499","سیفون ظرفشویی با خرطومی محک ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"500","سیفون ظرفشویی دو قلو ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"501","سیفون نمره ۱۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"502","سیفون نمره ۱۲ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"503","سیفون نمره ۶۳ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"504","سیم ارت نمره ۵ / ۱ * ۱ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"505","سیم ارت نمره ۵ / ۲ * ۱ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"506","سیم برق نمره ۱ * ۱ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"507","سیم برق نمره ۵ / ۲ * ۱ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"508","سیم برق نمره ۴ * ۱ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"509","سیم جوش آلمینیوم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"510","سیم جوش برنج  ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"511","سیم جوش نقره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"512","سیم دو رشته تلفن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"513","شاسی استارت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"514","شاسی دوبل ساده ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"515","شاسی زنگ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"516","شمش نول ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"517","شناور فلاش تانک ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"518","شناور نمره ۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"519","شیر آبسردکن ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"520","شیر برگشت رادیاتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"521","شیر ترموستات شوفاژ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"522","شیر تک پایه دیواری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"523","شیر جامایع ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"524","شیر خودکار برنجی نمره ۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"525","شیر خودکار برنجی نمره ۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"526","شیر خودکار برنجی نمره ۷ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"527","شیر خودکار چدنی نمره ۱۰ - دسته دوم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"528","شیر خودکار چدنی نمره ۱۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"529","شیر رفت رادیاتور ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"530","شیر صافی ۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"531","شیر صافی چدنی نمره ۱۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"532","شیر صافی چدنی نمره ۱۰ - دسته دوم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"533","شیر صافی چدنی نمره ۱۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"534","شیر صافی چدنی نمره ۷ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"535","شیر غیر گازی نمره ۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"536","شیر فلکه اصلی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"537","شیر فلکه سوزنی نمره ۱۲ چدنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"538","شیر فلکه سوزنی نمره ۴ چدنی - دسته دوم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"539","شیر فلکه سوزنی نمره ۵ چدنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"540","( شیر فلکه کشویی نمره ۱۰ برنجی ( ۴ اینچ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"541","شیر فلکه کشویی نمره ۲/۵ برنجی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"542","شیر فلکه کشویی نمره ۲۰ چدنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"543","شیر فلکه کشویی نمره ۵ چدنی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"544","شیر فلکه کشویی نمره ۶ برنجی ( ۲ اینچ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"545","شیر فلکه نمره ۲ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"546","شیر فلکه نمره ۲/۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"547","شیر کنداسور چیلر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"548","شیر کولری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"549","شیر گازی نمره ۱/۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"550","شیر گازی نمره ۶ ( ۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"551","شیر گازی نمره ۸ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"552","شیر گیج ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"553","شیر لباسشویی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"554","شیر نمره ۲ آب ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"555","شیر نمره ۲ * ۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"556","شیر نمره ۲ * ۲ اهرمی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"557","شیر نمره ۲/۵ آب ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"558","شیر هواگیری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"559","شیر اطمینان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"560","شیشه چراغ خیابانی ۲۵۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"561","و ۵۶ شیشه چراغ خیابانی ۴۰۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"562","شیشه حباب دیواری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"563","شیلنگ اهرمی پیسوال نمره ۵ ۱/۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"564","شیلنگ اهرمی پیسوال نمره ۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"565","شیلنگ پیسوال ۲ * ۲ ۴۰ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"566","شیلنگ پیسوال ۲ * ۲ ۵۰ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"567","شیلنگ پیسوال ۲ * ۲ ۶۰ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"568","شیلنگ دستشویی پلاستیکی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"569","شیلنگ لباسشویی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"570","شیلنگ نمره ۲ فشار قوی ۲۰ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"571","صافی علم شیر مخلوط ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"572","صفحه پمپ فلاش تانک ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"573","صفحه تریزون یخچال ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"574","صفحه نصب ۵۰ سانت نیوپایپ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"575","نیوپایپ mm صفحه نصب تک ۶۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"576","ضامن پنجره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"577","ضربه گیر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"578","علم شیر مخلوط ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"579","غلطک لادری ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"580","فلکسر ۱۱/۲ اینچ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"581","فلکسر ۶ اینچ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"582","فلنج نمره ۶ سیاه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"583","فلنچ نمره ۳۰ سیاه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"584","فن خنک کننده ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"585","فن کوئل مدل ۲۰۰ راست ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"586","فن کوئل مدل ۳۰۰ راست ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"587","فن کوئل مدل ۴۰۰ راست ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"588","فن کوئل مدل ۸۰۰ راست ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"589","فولی ۱۱ سانت کولر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"590","فولی ۹ سانت کولر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"591","فوم سفید نمره ۶۳ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"592","فوم مشکی نمره ۲۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"593","فیش سرسیم ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"594","فیلتر گاز نمره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"595","فیوز شیشه ای ۱۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"596","فیوز فشنگی ۱۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"597","فیوز فشنگی ۱۰۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"598","فیوز فشنگی ۱۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"599","فیوز فشنگی ۳۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"600","فیوز فشنگی ۵۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"601","فیوز فشنگی ۶ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"602","فیوز فشنگی ۶/۳ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"603","فیوز کتابی ۱۰۰ آمپر پایه بلند ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"604","فیوز کتابی ۱۰۰ آمپر پایه کوتاه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"605","فیوز کتابی ۱۶۰ آمپر پایه بلند ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"606","فیوز کتابی ۱۶۰ آمپر کوتاه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"607","فیوز کتابی ۳۱۵ آمپر پایه بلند ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"608","V 9. فیوز کتابی ۳۲ آمپر پایه بلند ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"609","فیوز کتابی ۴۰۰ آمپر پایه بلند ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"610","فیوز کتابی ۵۰ آمپر پایه کوتاه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"611","فیوز کتابی ۶۳ آمپر پایه بلند ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"612","فیوز کتابی ۸۰ آمپر پایه بلند ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"613","فیوز کتابی ۸۰ آمپر پایه کوتاه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"614","فیوز مینیاتوری تک فاز ۱۶ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"615","فیوز مینیاتوری تک فاز ۴۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"616","فیوز مینیاتوری تک فاز ۶۳ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"617","فیوز مینیاتوری سه فاز ۱۶ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"618","فیوز شیشه ای ۲۰ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"619","فیوز شیشه ای ۴ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"620","فیوز شیشه ای ۵ آمپر ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"621","قاب مهتابی ۳۶ * ۲ کم مصرف ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"622","قاب مهتابی کم مصرف ۸۰ وات ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"623","قفل برقی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"624","قفل تابلو برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"625","قفل تابلویی ۴ پره ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"626","قفل درب آهنی ۳/۵ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"627","قفل سوئیچی ۴/۵ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"628","قفل سوئیچی ۵/۲ سانت ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"629","قفل کمدی دو پل ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"630","قفل نمره ۲ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"631","قفل نمره ۲/۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"632","قفل نمره ۲/۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"633","قفل نمره ۴ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"634","قفل نمره ۵ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"635","قفل نمره ۶ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"636","قفل نمره ۶ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"637","قفل نمره ۸ برزیلی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"638","قفل نمره ۸ گالوانیزه ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"639","کابلشو برق نمره ۱۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"640","کابلشو برق نمره ۱۲۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"641","کابلشو برق نمره ۲۴۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"642","کابلشو برق نمره ۳۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"643","کابلشو برق نمره ۵۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"644","کابلشو برق نمره ۷۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"645","کابلشو بی متال نمره ۵۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"646","کادر کلید یک خانه پاریس ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"647","کانال ۲ سانتی برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"648","کانال ۳ سانت برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"649","کانال ۴ سانت برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"650","کانال ۵ سانتی برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"651","کانال ۹ سانت برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"652","کانال کف خواب برق ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"653","کاور مهره شیر اهرمی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"654","کپ جوشی نمره ۱۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"655","کپ جوشی نمره ۲ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"656","کپ جوشی نمره ۲۵ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"657","کپ جوشی نمره ۳۰ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"658","کپ جوشی نمره ۴ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"659","کپ جوشی نمره ۶ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"660","کپ نمره ۱۰ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"661","کپ نمره ۲ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"662","کپ نمره ۲/۵ جوشی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"663","کپ نمره ۲/۵ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"664","کپ نمره ۳ وحید ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"665","کپ نمره ۶ پلیکا ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"666","کپ نمره ۸ مانیسمان ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"667","کرپی بزرگ ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"668","کرپی کوچک ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"669","کشو کلنگی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"670","کشو مغزی ",,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
