"id","partName","partDescription","partCode","partMake","partModel","partLastPrice","partAccount","partChargeDepartment","partNotes","partBarcode","partInventoryCode","partCategory_id"
"1129","کویل فن کویل 200",,"FCcoil200",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1130","کویل فن کویل 400",,"FCcoil400",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1131","کویل فن کویل 600",,"FCcoil600",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1132","شیرکشویی""1/2/SITCO","شیرکشویی""1/2","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1133","کویل فن کویل 800",,"FCcoil800",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1135","شیر کشویی"" SITCO1/2",,"VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1136","شیر کشویی"" SITCO1/2",,"VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1137","پروانه الکتروموتورVEM/18.5KW/KPR160M-4","1455PM","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1138","پروانه الکتروموتورELPROMZ ENERGO/25HP/M0M180M-4","1460RPM","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1139","پروانه الکتروموتورVEM/0.75KW/KMER60/1380RPM","1380RPM","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1140","پروانه الکتروموتورVEM/0.75KW/KMERB04/1380RPM","1380RPM","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1142","پروانه الکتروموتورMOTOGEN/22KW/1463RPM/180L4B","پروانه الکتروموتور","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1143","پروانه الکتروموتورLION MOTOR/22KW/1470RPM/Y180L-4","پروانه","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1144","پروانه الکتروموتورVEM/18.5KW/KMR160M4A/1455RPM","220-380V/36.5-63.5A","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1145","پروانه الکتروموتورGANZ/22KW/1470RPM","380V/44A","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1146","پروانه الکتروموتورVEM/0.75KMR2184/1380RPM","220-380V/2-3.45A","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1147","پروانه الکتروموتورMOTGEN/.075KW/1385RPM","220-380V/2.2-3.8A","EMI",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1148","درب الکتروموتورMOTO GEN/سایز160","درب الکتروموتور","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1149","درب الکتروموتورMOTO GEN/سایز132","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1150","درب الکتروموتورMOTO GEN/سایز90","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1151","درب عقب الکتروموتورELPROMZ ENERGO/25HP/M0M180M-4","درب الکتروموتور","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1154","درب عقب الکتروموتورLION MOTOR/22KW/1470RPM/Y180L-4","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1156","درب عقب الکتروموتورVEM/0.75KW/KMERB04/1380RPM","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1157","درب عقب الکتروموتورVEM/0.75KW/KMR2184/1380RPM","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1158","درب عقب الکتروموتورVEM/0.75KW/KMER60","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1161","درب عقب الکتروموتورVEM/18.5KW","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1163","بلبرینگ الکتروموتورMOTO GEN/سایز6308","بلبرینگ","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1164","بلبرینگ الکتروموتورMOTO GEN/سایز6309","بلبرینگ","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1165","بلبرینگ الکتروموتورLION MOTOR/22KW/1470RPM/Y180L-4","بلبرینگ","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1166","بلبرینگ الکتروموتورELPROMZ ENERGO/25HP/M0M180M-4","بلبرینگ","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1167","بلبرینگ الکتروموتورGANZ/22KW/1470RPM","بلبرینگ","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1168","بلبرینگ الکتروموتورVEM/0.75KMR2184/1380RPM","بلبرینگ","EMB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1169","بلبرینگ الکتروموتورVEM/0.75KW/KMER60","بلبرینگ","EMB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1170","بلبرینگ الکتروموتورVEM/0.75KW/KMER60/1380RPM","بلبرینگ","EMB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1171","بلبرینگ الکتروموتورVEM/0.75KW/KMERB04","بلبرینگ","EMB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1172","بلبرینگ الکتروموتورVEM/0.75KW/KMERB04/1380RPM","بلبرینگ","EMB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1173","بلبرینگ الکتروموتورVEM/18.5KW","بلبرینگ","EMB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1174","موتور فن کویل 200",,"EMFC200",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1175","موتور فن کویل 400",,"EMFC400",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1176","موتور فن کویل 600",,"EMFC600",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1177","موتور فن کویل 800",,"EMFC800",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1178","حلزونی فن کویل 200",,"IMFC200",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1179","حلزونی فن کویل 400",,"IMFC400",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1180","حلزونی فن کویل 600",,"IMFC600",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1181","حلزونی فن کویل 800",,"IMFC800",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1182","رابط اتصال فن کویل","رابط که ممکن است لوله 5 لایه یا شیلنگ پیسوار یا فلکسی فلزی مخصوص فن کویل باشد","FCjoint",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1183","سیل پمپ 250-100","سیل","SPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1185","سیل پمپ 160-32","سیل","SPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1186","سیل پمپ EN40-125","سیل","SPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1187","بلبرینگ پمپ سایز6203","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1188","بلبرینگ پمپ سایز6204","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1189","بلبرینگ پمپ سایز6205","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1190","بلبرینگ پمپ سایز6206","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1191","بلبرینگ پمپ سایز6207","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1192","بلبرینگ پمپ سایز6208","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1193","بلبرینگ پمپ سایز6302","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1194","بلبرینگ پمپ سایز6303","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1195","بلبرینگ پمپ سایز6304","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1196","بلبرینگ پمپ سایز6305","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1198","بلبرینگ پمپ سایز6306","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1199","بلبرینگ پمپ سایز6307","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1200","بلبرینگ پمپ سایز6308","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1201","بلبرینگ پمپ سایز6309","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1202","بلبرینگ پمپ سایز6310","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1203","بلبرینگ پمپ سایز6311","بلبرینگ پمپ","BPU",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1204","کاسه نمد پمپ 400-100","کاسه نمد","SB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1206","کاسه نمد پمپ 250-100","کاسه نمد","SB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1207","کاسه نمد پمپ 160-32","کاسه نمد","SB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1208","کاسه نمد پمپ EN40-125","کاسه نمد","SB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1209","کوپلینگ پمپ 160-32","کوپلینگ","COP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1210","کوپلینگ پمپ 400-100","کوپلینگ","COP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1211","کوپلینگ پمپ 250-100","کوپلینگ","COP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1212","کوپلینگ پمپ EN40-125","کوپلینگ","COP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1215","بلبرینگ الکتروموتورVEM/7.5KW/KMR132S4A/1435RPM","بلبرینگ الکتروموتورVEM/7.5KW/KMR132S4A/1435RPM","EMB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1216","درب عقب الکتروموتورVEM/7.5KW/KMR132S4A/1435RPM","درب الکتروموتورVEM/7.5KW/KMR132S4A/1435RPM","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1217","شیرگازی""2/ AZAR","شیرگازی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1218","شیرکشویی""3/4/ تهران","شیرکشویی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1219","شیر""2/HISECO","شیر2""","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1220","درب جلو الکتروموتورELPROMZ ENERGO/25HP/M0M180M-4","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1222","درب جلو الکتروموتورLION MOTOR/22KW/1470RPM/Y180L-4","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1223","درب جلو الکتروموتورVEM/0.75KW/KMR2184/1380RPM","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1224","درب جلو الکتروموتورVEM/0.75KW/KMER60","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1226","درب جلو الکتروموتورVEM/0.75KW/KMER60/1380RPM","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1227","درب جلو الکتروموتورVEM/18.5KW","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1228","درب جلو الکتروموتورVEM/7.5KW/KMR132S4A/1435RPM","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1229","بلبرینگ الکتروموتورVEM/18.5KW/KPR160M-4","بلبرینگ","EMB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1230","درب عقب الکتروموتورVEM/18.5KW/KPR160M-4","درب عقب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1231","درب جلو الکتروموتورVEM/18.5KW/KPR160M-4","درب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1233","درب جلو الکتروموتورVEM/0.75KW/KMERB04/1380RPM","درب جلو","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1235","چراغ 20*4 علوم پایه",,"[1]LGH",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1236","بلبرینگ الکتروموتورMOTO GEN/22KW//1463RPM/180L4B","بلبرینگ","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1237","بلبرینگ الکتروموتورMOTO GEN/0.75KW//1385RPM/804B","بلبرینگ","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1238","درب جلوالکتروموتورMOTO GEN/22KW/1463RPM/180L4B","درب جلو","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1239","درب عقب الکتروموتورMOTOGEN/22KW/1463RPM/180L4B","درب عقب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1240","درب جلوالکتروموتورMOTO GEN/0.75KW/1385RPM/804B","درب جلو","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1241","درب عقب الکتروموتورMOTOGEN/0.75KW/1385RPM/804B","درب عقب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1242","درب جلو الکتروموتورMOTOGEN/22KW/1463RPM/180L4B","درب جلو","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1244","درب جلو الکتروموتورMOTOGEN/0.75KW/1385RPM/804B","درب جلو","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1246","سقف کاذب گچی","RCE11","RCE11",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1248","بلبرینگ الکتروموتورVEM/18.5KW/KMR160M4A","بلبرینگ","BEA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1249","سقف کاذب ضد حریق","RCE12","RCE12",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1250","سقف کاذب PVC","RCE13","RCE13",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1252","سقف کاذب دامپا","RCE14","RCE14",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1253","درب جلوالکتروموتورVEM/18.5KW/KMR160M4A/1455RPM","درب جلو","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1254","قوطی کف خواب","RTRUC","RTRUC",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1255","درب عقب الکتروموتورVEM/18.5KW/KMR160M4A","درب عقب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1256","کولر گازی","RCG","RCG",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1257","سنسور روشنایی سقفی","RLS2","RLS2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1258","سنسور روشنایی دیواری","RLS1","RLS1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1259","درب جلو الکتروموتورVEM/18.5KW/KMR160M4A","درب جلو","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1260","بلندگو دیواری","RS1","RS1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1261","بلندگو سقفی","RS2","RS2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1263","ترموستات دیجیتال مرصوص","RT1","RT1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1264","ترموستات آنالوگ","RT2","RT2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1265","پنل مرکزی سیستم اعلام حریق","RFP","RFP",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1266","سنسور اعلام حریق دودی","RFD2","RFD2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1267","درب جلو الکتروموتورGANZ/22KW/VZ180L4/1470RPM","درب جلو","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1268","سنسور اعلام حریق حرارتی","RFD1","RFD1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1269","درب عقب الکتروموتورGANZ/22KW/VZ180L4/1470RPM","درب عقب","EMD",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1270","آژیر سیستم اعلام حریق","RALA","RALA",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1271","پریز تلفن","RTS","RTS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1272","پریز شبکه","RNS","RNS",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1273","پریز برق ارت دار","RES1","RES1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1274","پریز برق ساده","RES2","RES2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1275","کلید تک پل","RB1","RB1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1276","کلید دو پل","RB2","RB2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1277","کلید تبدیل","RB3","RB3",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1278","کلید کولر","RB4","RB4",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1279","کلید غیره","RB5","RB5",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1280","لامپ فلورسنت 60 سانت","RLG14","RLG14",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1282","لامپ فلورسنت 120 سانت","RLG15","RLG15",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1283","LED 60CM","RLG12","RLG12",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1284","LED120CM","RLG16","RLG16",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1285","FPL36","RLG13","RLG13",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1286","LED FPL36","RLG11","RLG11",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1287","شیرکشویی""1/CIM/سوزنی","شیر","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1288","هواکش15","RFAN15","RFAN15",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1289","جعبه فایر","RFB","RFB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1290","فلاش تانک","RFT","RFT",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1291","شیرگازی""1.1/2/ 77","شیرگازی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1292","شیرگازی77/""1/2","شیرگازی","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1293","نیمکت","RBENCH","RBENCH",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1294","شیرسماوری ""1/2","شیرسماوری","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1299","شیرفلکه کشویی/چدنی/زبانه برنجی/سایز200/KAMRAD","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1300","شیرفلکه کشویی ""5/SAM/زبانه برنجی","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1301","شیرفلکه کشویی/سایز200/KAMRAD/زبانه برنجی","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1302","شیرفلکه کشویی ""5/FARAB","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1303","شیرفلکه کشویی""5/SAM/زبانه برنجی","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1304","شیرفلکه کشویی""6/KAMRAD/زبانه برنجی","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1305","شیرفلکه کشویی""6/SAM/زبانه پلاستیکی","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1306","شیرفلکه کشویی""5/FARAB/زبانه برنجی","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1307","لرزه گیر""5/FLEXOR PARS/مهاردارپایه بلند","لرزه گیر","RUB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1308","لرزه گیر""6/نوارنقاله تهران/پایه بلندساده","لرزه گیر","RUB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1309","لرزه گیر""5/VIBRATIONS/مهاردارپایه بلند","لرزه گیر","RUB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1310","هواکش 20","RFAN20","RFAN20",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1311","هواکش 25","RFAN25","RFAN25",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1312","هواکش 30","RFAN30","RFAN30",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1313","شیلنگ نخی جعبه فایر","RFB1","RFB1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1314","شیلنگ پلاستیکی جعبه فایر","RFB2","RFB2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1315","نازل جعبه فایر","RFB3","RFB3",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1316","کوپلینگ جعبه فایر","RFB4","RFB4",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1317","شیر جعبه فایر","RFB5","RFB5",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1318","بست جعبه فایر","RFB6","RFB6",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1319","قرقره جعبه فایر","RFB7","RFB7",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1320","لرزه گیر""5/SAM/مهاردارپایه کوتاه","لرزه گیر","RUB",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1321","شناور فلاش تانک","RFT1","RFT1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1322","پمپ فلاش تانک","RFT2","RFT2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1323","اهرم فلاش تانک","RFT3","RFT3",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1324","شیرکشویی""6/KITZ","مدل WOG","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1327","سنگ توالت ایرانی","RTO1","RTO1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1328","توالت فرنگی","RTO2","RTO2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1329","دست خشک کن برقی","RDRYER","RDRYER",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1330","شیرفلکه کشویی ""5/SAM/زبانه پلاستیکی","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1331","جامایعی","RLIQ","RLIQ",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1332","شیلنگ توالت پلاستیکی","RHOSE1","RHOSE1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1333","شیرفلکه کشویی""6/KITZ","WOG","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1334","شیلنگ توالت فلزی","RHOSE2","RHOSE2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1335","شیرفلکه کشویی""6/SAM/زبانه برنجی","شیرفلکه","VAL",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1336","شیرصافی 125-16/KAMRAD","صافی","FW",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1337","شیر مخلوط ساده","خود شیر","RFAU1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1338","صافی 125-5/KAMRAD","صافی","FW",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1339","صافی 125-21/2/KAMRAD","صافی","FW",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1340","ٌصافی 125-16/FARAB","صافی","FW",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1341","مغزی شیر مخلوط ساده","مغزی شیر","RFAU10",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1342","شیر مخلوط اهرمی","خود شیر","RFAU2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1343","مغزی شیر مخلوط اهرمی","مغزی شیر","RFAU20",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1344","الم دوش ساده",,"RDOU1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1345","صافی65-16/SAM","صافی","FW",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1346","الم دوش عصایی",,"RDOU2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1348","دوش ساده",,"RDOU3",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1349","دوش تلفنی",,"RDOU4",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1350","شیر پروانه ایی","مورد استفاده در اتاق ها به عنوان شیر اصلی وروردی","RFAU3",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1351","شیر پیسوار","مورد استفاده در روشویی ها","FRAU4",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1352","شیر گازی","مورد استفاده در اتاق ها و آزمایشگاه ها","RFAU5",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1353","روشویی کابینتی",,"RBASIN1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1354","روشویی معمولی",,"RBASIN2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1355","سینک معمولی",,"RSINK1",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1356","سینک ضد اسید",,"RSINK2",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
"1357","سیفون","مورد استفاده در سینک یا روشویی ها","RSINK0",NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
